Campionato;GiornoSettimana;GiornoMese;Mese;Casa;Trasferta;GoalCasa;GoalTrasferta
2020/21;Dom;29;Nov;Napoli;Roma;4;0
2020/21;Lun;30;Nov;Torino;Sampdoria;2;2
2020/21;Lun;30;Nov;Genoa;Parma;1;2
2020/21;Sab;5;Dic;Spezia;Lazio;1;2
2020/21;Sab;5;Dic;Juventus;Torino;2;1
2020/21;Sab;5;Dic;Inter;Bologna;3;1
2020/21;Dom;6;Dic;Hellas Verona;Cagliari;1;1
2020/21;Dom;6;Dic;Roma;Sassuolo;0;0
2020/21;Dom;6;Dic;Parma;Benevento;0;0
2020/21;Dom;6;Dic;Crotone;Napoli;0;4
2020/21;Dom;6;Dic;Sampdoria;Milan;1;2
2020/21;Lun;7;Dic;Fiorentina;Genoa;1;1
2020/21;Ven;11;Dic;Sassuolo;Benevento;1;0
2020/21;Sab;12;Dic;Crotone;Spezia;4;1
2020/21;Sab;12;Dic;Torino;Udinese;2;3
2020/21;Sab;12;Dic;Lazio;Hellas Verona;1;2
2020/21;Dom;13;Dic;Cagliari;Inter;1;3
2020/21;Dom;13;Dic;Atalanta;Fiorentina;3;0
2020/21;Dom;13;Dic;Bologna;Roma;1;5
2020/21;Dom;13;Dic;Napoli;Sampdoria;2;1
2020/21;Dom;13;Dic;Genoa;Juventus;1;3
2020/21;Dom;13;Dic;Milan;Parma;2;2
2020/21;Mar;15;Dic;Udinese;Crotone;0;0
2020/21;Mar;15;Dic;Benevento;Lazio;1;1
2020/21;Mer;16;Dic;Juventus;Atalanta;1;1
2020/21;Mer;16;Dic;Fiorentina;Sassuolo;1;1
2020/21;Mer;16;Dic;Genoa;Milan;2;2
2020/21;Mer;16;Dic;Hellas Verona;Sampdoria;1;2
2020/21;Mer;16;Dic;Inter;Napoli;1;0
2020/21;Mer;16;Dic;Parma;Cagliari;0;0
2020/21;Mer;16;Dic;Spezia;Bologna;2;2
2020/21;Gio;17;Dic;Roma;Torino;3;1
2020/21;Sab;19;Dic;Fiorentina;Hellas Verona;1;1
2020/21;Sab;19;Dic;Sampdoria;Crotone;3;1
2020/21;Sab;19;Dic;Parma;Juventus;0;4
2020/21;Dom;20;Dic;Torino;Bologna;1;1
2020/21;Dom;20;Dic;Benevento;Genoa;2;0
2020/21;Dom;20;Dic;Cagliari;Udinese;1;1
2020/21;Dom;20;Dic;Inter;Spezia;2;1
2020/21;Dom;20;Dic;Sassuolo;Milan;1;2
2020/21;Dom;20;Dic;Atalanta;Roma;4;1
2020/21;Dom;20;Dic;Lazio;Napoli;2;0
2020/21;Mar;22;Dic;Crotone;Parma;2;1
2020/21;Mar;22;Dic;Juventus;Fiorentina;0;3
2020/21;Mer;23;Dic;Hellas Verona;Inter;1;2
2020/21;Mer;23;Dic;Milan;Lazio;3;2
2020/21;Mer;23;Dic;Roma;Cagliari;3;2
2020/21;Mer;23;Dic;Bologna;Atalanta;2;2
2020/21;Mer;23;Dic;Napoli;Torino;1;1
2020/21;Mer;23;Dic;Sampdoria;Sassuolo;2;3
2020/21;Mer;23;Dic;Spezia;Genoa;1;2
2020/21;Mer;23;Dic;Udinese;Benevento;0;2
2020/21;Dom;3;Gen;Inter;Crotone;6;2
2020/21;Dom;3;Gen;Roma;Sampdoria;1;0
2020/21;Dom;3;Gen;Atalanta;Sassuolo;5;1
2020/21;Dom;3;Gen;Cagliari;Napoli;1;4
2020/21;Dom;3;Gen;Fiorentina;Bologna;0;0
2020/21;Dom;3;Gen;Genoa;Lazio;1;1
2020/21;Dom;3;Gen;Parma;Torino;0;3
2020/21;Dom;3;Gen;Spezia;Hellas Verona;0;1
2020/21;Dom;3;Gen;Benevento;Milan;0;2
2020/21;Dom;3;Gen;Juventus;Udinese;4;1
2020/21;Mer;6;Gen;Cagliari;Benevento;1;2
2020/21;Mer;6;Gen;Atalanta;Parma;3;0
2020/21;Mer;6;Gen;Bologna;Udinese;2;2
2020/21;Mer;6;Gen;Crotone;Roma;1;3
2020/21;Mer;6;Gen;Lazio;Fiorentina;2;1
2020/21;Mer;6;Gen;Sampdoria;Inter;2;1
2020/21;Mer;6;Gen;Sassuolo;Genoa;2;1
2020/21;Mer;6;Gen;Torino;Hellas Verona;1;1
2020/21;Mer;6;Gen;Napoli;Spezia;1;2
2020/21;Mer;6;Gen;Milan;Juventus;1;3
2020/21;Sab;9;Gen;Benevento;Atalanta;1;4
2020/21;Sab;9;Gen;Genoa;Bologna;2;0
2020/21;Sab;9;Gen;Milan;Torino;2;0
2020/21;Dom;10;Gen;Roma;Inter;2;2
2020/21;Dom;10;Gen;Hellas Verona;Crotone;2;1
2020/21;Dom;10;Gen;Parma;Lazio;0;2
2020/21;Dom;10;Gen;Udinese;Napoli;1;2
2020/21;Dom;10;Gen;Fiorentina;Cagliari;1;0
2020/21;Dom;10;Gen;Juventus;Sassuolo;3;1
2020/21;Lun;11;Gen;Spezia;Sampdoria;2;1
2020/21;Ven;15;Gen;Lazio;Roma;3;0
2020/21;Sab;16;Gen;Bologna;Hellas Verona;1;0
2020/21;Sab;16;Gen;Torino;Spezia;0;0
2020/21;Sab;16;Gen;Sampdoria;Udinese;2;1
2020/21;Dom;17;Gen;Napoli;Fiorentina;6;0
2020/21;Dom;17;Gen;Crotone;Benevento;4;1
2020/21;Dom;17;Gen;Sassuolo;Parma;1;1
2020/21;Dom;17;Gen;Atalanta;Genoa;0;0
2020/21;Dom;17;Gen;Inter;Juventus;2;0
2020/21;Lun;18;Gen;Cagliari;Milan;0;2
2020/21;Mer;20;Gen;Udinese;Atalanta;1;1
2020/21;Ven;22;Gen;Benevento;Torino;2;2
2020/21;Sab;23;Gen;Roma;Spezia;4;3
2020/21;Sab;23;Gen;Milan;Atalanta;0;3
2020/21;Sab;23;Gen;Udinese;Inter;0;0
2020/21;Sab;23;Gen;Fiorentina;Crotone;2;1
2020/21;Dom;24;Gen;Juventus;Bologna;2;0
2020/21;Dom;24;Gen;Genoa;Cagliari;1;0
2020/21;Dom;24;Gen;Hellas Verona;Napoli;3;1
2020/21;Dom;24;Gen;Lazio;Sassuolo;2;1
2020/21;Dom;24;Gen;Parma;Sampdoria;0;2
2020/21;Ven;29;Gen;Torino;Fiorentina;1;1
2020/21;Sab;30;Gen;Bologna;Milan;1;2
2020/21;Sab;30;Gen;Sampdoria;Juventus;0;2
2020/21;Sab;30;Gen;Inter;Benevento;4;0
2020/21;Dom;31;Gen;Spezia;Udinese;0;1
2020/21;Dom;31;Gen;Atalanta;Lazio;1;3
2020/21;Dom;31;Gen;Cagliari;Sassuolo;1;1
2020/21;Dom;31;Gen;Crotone;Genoa;0;3
2020/21;Dom;31;Gen;Napoli;Parma;2;0
2020/21;Dom;31;Gen;Roma;Hellas Verona;3;1
2020/21;Ven;5;Feb;Fiorentina;Inter;0;2
2020/21;Sab;6;Feb;Atalanta;Torino;3;3
2020/21;Sab;6;Feb;Sassuolo;Spezia;1;2
2020/21;Sab;6;Feb;Juventus;Roma;2;0
2020/21;Sab;6;Feb;Genoa;Napoli;2;1
2020/21;Dom;7;Feb;Benevento;Sampdoria;1;1
2020/21;Dom;7;Feb;Milan;Crotone;4;0
2020/21;Dom;7;Feb;Udinese;Hellas Verona;2;0
2020/21;Dom;7;Feb;Parma;Bologna;0;3
2020/21;Dom;7;Feb;Lazio;Cagliari;1;0
2020/21;Ven;12;Feb;Bologna;Benevento;1;1
2020/21;Sab;13;Feb;Torino;Genoa;0;0
2020/21;Sab;13;Feb;Napoli;Juventus;1;0
2020/21;Sab;13;Feb;Spezia;Milan;2;0
2020/21;Dom;14;Feb;Roma;Udinese;3;0
2020/21;Dom;14;Feb;Cagliari;Atalanta;0;1
2020/21;Dom;14;Feb;Sampdoria;Fiorentina;2;1
2020/21;Dom;14;Feb;Crotone;Sassuolo;1;2
2020/21;Dom;14;Feb;Inter;Lazio;3;1
2020/21;Lun;15;Feb;Hellas Verona;Parma;2;1
2020/21;Ven;19;Feb;Fiorentina;Spezia;3;0
2020/21;Ven;19;Feb;Cagliari;Torino;0;1
2020/21;Sab;20;Feb;Lazio;Sampdoria;1;0
2020/21;Sab;20;Feb;Genoa;Hellas Verona;2;2
2020/21;Sab;20;Feb;Sassuolo;Bologna;1;1
2020/21;Dom;21;Feb;Parma;Udinese;2;2
2020/21;Dom;21;Feb;Milan;Inter;0;3
2020/21;Dom;21;Feb;Atalanta;Napoli;4;2
2020/21;Dom;21;Feb;Benevento;Roma;0;0
2020/21;Lun;22;Feb;Juventus;Crotone;3;0
2020/21;Sab;27;Feb;Spezia;Parma;2;2
2020/21;Sab;27;Feb;Bologna;Lazio;2;0
2020/21;Sab;27;Feb;Hellas Verona;Juventus;1;1
2020/21;Dom;28;Feb;Sampdoria;Atalanta;0;2
2020/21;Dom;28;Feb;Crotone;Cagliari;0;2
2020/21;Dom;28;Feb;Inter;Genoa;3;0
2020/21;Dom;28;Feb;Udinese;Fiorentina;1;0
2020/21;Dom;28;Feb;Napoli;Benevento;2;0
2020/21;Dom;28;Feb;Roma;Milan;1;2
2020/21;Mar;2;Mar;Juventus;Spezia;3;0
2020/21;Mer;3;Mar;Sassuolo;Napoli;3;3
2020/21;Mer;3;Mar;Milan;Udinese;1;1
2020/21;Mer;3;Mar;Atalanta;Crotone;5;1
2020/21;Mer;3;Mar;Benevento;Hellas Verona;0;3
2020/21;Mer;3;Mar;Cagliari;Bologna;1;0
2020/21;Mer;3;Mar;Fiorentina;Roma;1;2
2020/21;Mer;3;Mar;Genoa;Sampdoria;1;1
2020/21;Gio;4;Mar;Parma;Inter;1;2
2020/21;Sab;6;Mar;Spezia;Benevento;1;1
2020/21;Sab;6;Mar;Udinese;Sassuolo;2;0
2020/21;Sab;6;Mar;Juventus;Lazio;3;1
2020/21;Dom;7;Mar;Roma;Genoa;1;0
2020/21;Dom;7;Mar;Crotone;Torino;4;2
2020/21;Dom;7;Mar;Fiorentina;Parma;3;3
2020/21;Dom;7;Mar;Hellas Verona;Milan;0;2
2020/21;Dom;7;Mar;Sampdoria;Cagliari;2;2
2020/21;Dom;7;Mar;Napoli;Bologna;3;1
2020/21;Lun;8;Mar;Inter;Atalanta;1;0
2020/21;Ven;12;Mar;Lazio;Crotone;3;2
2020/21;Ven;12;Mar;Atalanta;Spezia;3;1
2020/21;Sab;13;Mar;Sassuolo;Hellas Verona;3;2
2020/21;Sab;13;Mar;Benevento;Fiorentina;1;4
2020/21;Sab;13;Mar;Genoa;Udinese;1;1
2020/21;Dom;14;Mar;Bologna;Sampdoria;3;1
2020/21;Dom;14;Mar;Parma;Roma;2;0
2020/21;Dom;14;Mar;Torino;Inter;1;2
2020/21;Dom;14;Mar;Cagliari;Juventus;1;3
2020/21;Dom;14;Mar;Milan;Napoli;0;1
2020/21;Mer;17;Mar;Torino;Sassuolo;3;2
2020/21;Ven;19;Mar;Parma;Genoa;1;2
2020/21;Sab;20;Mar;Crotone;Bologna;2;3
2020/21;Sab;20;Mar;Spezia;Cagliari;2;1
2020/21;Dom;21;Mar;Hellas Verona;Atalanta;0;2
2020/21;Dom;21;Mar;Juventus;Benevento;0;1
2020/21;Dom;21;Mar;Sampdoria;Torino;1;0
2020/21;Dom;21;Mar;Udinese;Lazio;0;1
2020/21;Dom;21;Mar;Fiorentina;Milan;2;3
2020/21;Dom;21;Mar;Roma;Napoli;0;2
2020/21;Sab;3;Apr;Milan;Sampdoria;1;1
2020/21;Sab;3;Apr;Atalanta;Udinese;3;2
2020/21;Sab;3;Apr;Benevento;Parma;2;2
2020/21;Sab;3;Apr;Cagliari;Hellas Verona;0;2
2020/21;Sab;3;Apr;Genoa;Fiorentina;1;1
2020/21;Sab;3;Apr;Lazio;Spezia;2;1
2020/21;Sab;3;Apr;Napoli;Crotone;4;3
2020/21;Sab;3;Apr;Sassuolo;Roma;2;2
2020/21;Sab;3;Apr;Torino;Juventus;2;2
2020/21;Sab;3;Apr;Bologna;Inter;0;1
2020/21;Mer;7;Apr;Inter;Sassuolo;2;1
2020/21;Mer;7;Apr;Juventus;Napoli;2;1
2020/21;Sab;10;Apr;Spezia;Crotone;3;2
2020/21;Sab;10;Apr;Parma;Milan;1;3
2020/21;Sab;10;Apr;Udinese;Torino;0;1
2020/21;Dom;11;Apr;Inter;Cagliari;1;0
2020/21;Dom;11;Apr;Hellas Verona;Lazio;0;1
2020/21;Dom;11;Apr;Juventus;Genoa;3;1
2020/21;Dom;11;Apr;Sampdoria;Napoli;0;2
2020/21;Dom;11;Apr;Roma;Bologna;1;0
2020/21;Dom;11;Apr;Fiorentina;Atalanta;2;3
2020/21;Lun;12;Apr;Benevento;Sassuolo;0;1
2020/21;Sab;17;Apr;Crotone;Udinese;1;2
2020/21;Sab;17;Apr;Sampdoria;Hellas Verona;3;1
2020/21;Sab;17;Apr;Sassuolo;Fiorentina;3;1
2020/21;Sab;17;Apr;Cagliari;Parma;4;3
2020/21;Dom;18;Apr;Milan;Genoa;2;1
2020/21;Dom;18;Apr;Atalanta;Juventus;1;0
2020/21;Dom;18;Apr;Bologna;Spezia;4;1
2020/21;Dom;18;Apr;Lazio;Benevento;5;3
2020/21;Dom;18;Apr;Torino;Roma;3;1
2020/21;Dom;18;Apr;Napoli;Inter;1;1
2020/21;Mar;20;Apr;Hellas Verona;Fiorentina;1;2
2020/21;Mer;21;Apr;Milan;Sassuolo;1;2
2020/21;Mer;21;Apr;Bologna;Torino;1;1
2020/21;Mer;21;Apr;Crotone;Sampdoria;0;1
2020/21;Mer;21;Apr;Genoa;Benevento;2;2
2020/21;Mer;21;Apr;Juventus;Parma;3;1
2020/21;Mer;21;Apr;Spezia;Inter;1;1
2020/21;Mer;21;Apr;Udinese;Cagliari;0;1
2020/21;Gio;22;Apr;Roma;Atalanta;1;1
2020/21;Gio;22;Apr;Napoli;Lazio;5;2
2020/21;Sab;24;Apr;Genoa;Spezia;2;0
2020/21;Sab;24;Apr;Parma;Crotone;3;4
2020/21;Sab;24;Apr;Sassuolo;Sampdoria;1;0
2020/21;Dom;25;Apr;Benevento;Udinese;2;4
2020/21;Dom;25;Apr;Fiorentina;Juventus;1;1
2020/21;Dom;25;Apr;Inter;Hellas Verona;1;0
2020/21;Dom;25;Apr;Cagliari;Roma;3;2
2020/21;Dom;25;Apr;Atalanta;Bologna;5;0
2020/21;Lun;26;Apr;Torino;Napoli;0;2
2020/21;Lun;26;Apr;Lazio;Milan;3;0
2020/21;Sab;1;Mag;Hellas Verona;Spezia;1;1
2020/21;Sab;1;Mag;Crotone;Inter;0;2
2020/21;Sab;1;Mag;Milan;Benevento;2;0
2020/21;Dom;2;Mag;Lazio;Genoa;4;3
2020/21;Dom;2;Mag;Bologna;Fiorentina;3;3
2020/21;Dom;2;Mag;Napoli;Cagliari;1;1
2020/21;Dom;2;Mag;Sassuolo;Atalanta;1;1
2020/21;Dom;2;Mag;Udinese;Juventus;1;2
2020/21;Dom;2;Mag;Sampdoria;Roma;2;0
2020/21;Lun;3;Mag;Torino;Parma;1;0
2020/21;Sab;8;Mag;Spezia;Napoli;1;4
2020/21;Sab;8;Mag;Udinese;Bologna;1;1
2020/21;Sab;8;Mag;Inter;Sampdoria;5;1
2020/21;Sab;8;Mag;Fiorentina;Lazio;2;0
2020/21;Dom;9;Mag;Genoa;Sassuolo;1;2
2020/21;Dom;9;Mag;Benevento;Cagliari;1;3
2020/21;Dom;9;Mag;Hellas Verona;Torino;1;1
2020/21;Dom;9;Mag;Parma;Atalanta;2;5
2020/21;Dom;9;Mag;Roma;Crotone;5;0
2020/21;Dom;9;Mag;Juventus;Milan;0;3
2020/21;Mar;11;Mag;Napoli;Udinese;5;1
2020/21;Mer;12;Mag;Cagliari;Fiorentina;0;0
2020/21;Mer;12;Mag;Atalanta;Benevento;2;0
2020/21;Mer;12;Mag;Bologna;Genoa;0;2
2020/21;Mer;12;Mag;Inter;Roma;3;1
2020/21;Mer;12;Mag;Lazio;Parma;1;0
2020/21;Mer;12;Mag;Sampdoria;Spezia;2;2
2020/21;Mer;12;Mag;Sassuolo;Juventus;1;3
2020/21;Mer;12;Mag;Torino;Milan;0;7
2020/21;Gio;13;Mag;Crotone;Hellas Verona;2;1
2020/21;Sab;15;Mag;Genoa;Atalanta;3;4
2020/21;Sab;15;Mag;Spezia;Torino;4;1
2020/21;Sab;15;Mag;Juventus;Inter;3;2
2020/21;Sab;15;Mag;Roma;Lazio;2;0
2020/21;Dom;16;Mag;Fiorentina;Napoli;0;2
2020/21;Dom;16;Mag;Benevento;Crotone;1;1
2020/21;Dom;16;Mag;Udinese;Sampdoria;0;1
2020/21;Dom;16;Mag;Parma;Sassuolo;1;3
2020/21;Dom;16;Mag;Milan;Cagliari;0;0
2020/21;Lun;17;Mag;Hellas Verona;Bologna;2;2
2020/21;Mar;18;Mag;Lazio;Torino;0;0
2020/21;Sab;22;Mag;Cagliari;Genoa;0;1
2020/21;Sab;22;Mag;Crotone;Fiorentina;0;0
2020/21;Sab;22;Mag;Sampdoria;Parma;3;0
2020/21;Dom;23;Mag;Inter;Udinese;5;1
2020/21;Dom;23;Mag;Atalanta;Milan;0;2
2020/21;Dom;23;Mag;Bologna;Juventus;1;4
2020/21;Dom;23;Mag;Napoli;Hellas Verona;1;1
2020/21;Dom;23;Mag;Sassuolo;Lazio;2;0
2020/21;Dom;23;Mag;Spezia;Roma;2;2
2020/21;Dom;23;Mag;Torino;Benevento;1;1
2021/22;Sab;21;Ago;Hellas Verona;Sassuolo;2;3
2021/22;Sab;21;Ago;Inter;Genoa;4;0
2021/22;Sab;21;Ago;Empoli;Lazio;1;3
2021/22;Sab;21;Ago;Torino;Atalanta;1;2
2021/22;Dom;22;Ago;Bologna;Salernitana;3;2
2021/22;Dom;22;Ago;Udinese;Juventus;2;2
2021/22;Dom;22;Ago;Roma;Fiorentina;3;1
2021/22;Dom;22;Ago;Napoli;Venezia;2;0
2021/22;Lun;23;Ago;Cagliari;Spezia;2;2
2021/22;Lun;23;Ago;Sampdoria;Milan;0;1
2021/22;Ven;27;Ago;Udinese;Venezia;3;0
2021/22;Ven;27;Ago;Hellas Verona;Inter;1;3
2021/22;Sab;28;Ago;Atalanta;Bologna;0;0
2021/22;Sab;28;Ago;Lazio;Spezia;6;1
2021/22;Sab;28;Ago;Fiorentina;Torino;2;1
2021/22;Sab;28;Ago;Juventus;Empoli;0;1
2021/22;Dom;29;Ago;Genoa;Napoli;1;2
2021/22;Dom;29;Ago;Sassuolo;Sampdoria;0;0
2021/22;Dom;29;Ago;Milan;Cagliari;4;1
2021/22;Dom;29;Ago;Salernitana;Roma;0;4
2021/22;Sab;11;Set;Empoli;Venezia;1;2
2021/22;Sab;11;Set;Napoli;Juventus;2;1
2021/22;Sab;11;Set;Atalanta;Fiorentina;1;2
2021/22;Dom;12;Set;Sampdoria;Inter;2;2
2021/22;Dom;12;Set;Cagliari;Genoa;2;3
2021/22;Dom;12;Set;Spezia;Udinese;0;1
2021/22;Dom;12;Set;Torino;Salernitana;4;0
2021/22;Dom;12;Set;Milan;Lazio;2;0
2021/22;Dom;12;Set;Roma;Sassuolo;2;1
2021/22;Lun;13;Set;Bologna;Hellas Verona;1;0
2021/22;Ven;17;Set;Sassuolo;Torino;0;1
2021/22;Sab;18;Set;Genoa;Fiorentina;1;2
2021/22;Sab;18;Set;Inter;Bologna;6;1
2021/22;Sab;18;Set;Salernitana;Atalanta;0;1
2021/22;Dom;19;Set;Empoli;Sampdoria;0;3
2021/22;Dom;19;Set;Venezia;Spezia;1;2
2021/22;Dom;19;Set;Hellas Verona;Roma;3;2
2021/22;Dom;19;Set;Lazio;Cagliari;2;2
2021/22;Dom;19;Set;Juventus;Milan;1;1
2021/22;Lun;20;Set;Udinese;Napoli;0;4
2021/22;Mar;21;Set;Bologna;Genoa;2;2
2021/22;Mar;21;Set;Atalanta;Sassuolo;2;1
2021/22;Mar;21;Set;Fiorentina;Inter;1;3
2021/22;Mer;22;Set;Salernitana;Hellas Verona;2;2
2021/22;Mer;22;Set;Spezia;Juventus;2;3
2021/22;Mer;22;Set;Milan;Venezia;2;0
2021/22;Mer;22;Set;Cagliari;Empoli;0;2
2021/22;Gio;23;Set;Sampdoria;Napoli;0;4
2021/22;Gio;23;Set;Torino;Lazio;1;1
2021/22;Gio;23;Set;Roma;Udinese;1;0
2021/22;Sab;25;Set;Spezia;Milan;1;2
2021/22;Sab;25;Set;Inter;Atalanta;2;2
2021/22;Sab;25;Set;Genoa;Hellas Verona;3;3
2021/22;Dom;26;Set;Juventus;Sampdoria;3;2
2021/22;Dom;26;Set;Empoli;Bologna;4;2
2021/22;Dom;26;Set;Sassuolo;Salernitana;1;0
2021/22;Dom;26;Set;Udinese;Fiorentina;0;1
2021/22;Dom;26;Set;Lazio;Roma;3;2
2021/22;Dom;26;Set;Napoli;Cagliari;2;0
2021/22;Lun;27;Set;Venezia;Torino;1;1
2021/22;Ven;1;Ott;Cagliari;Venezia;1;1
2021/22;Sab;2;Ott;Salernitana;Genoa;1;0
2021/22;Sab;2;Ott;Torino;Juventus;0;1
2021/22;Sab;2;Ott;Sassuolo;Inter;1;2
2021/22;Dom;3;Ott;Bologna;Lazio;3;0
2021/22;Dom;3;Ott;Hellas Verona;Spezia;4;0
2021/22;Dom;3;Ott;Sampdoria;Udinese;3;3
2021/22;Dom;3;Ott;Roma;Empoli;2;0
2021/22;Dom;3;Ott;Fiorentina;Napoli;1;2
2021/22;Dom;3;Ott;Atalanta;Milan;2;3
2021/22;Sab;16;Ott;Spezia;Salernitana;2;1
2021/22;Sab;16;Ott;Lazio;Inter;3;1
2021/22;Sab;16;Ott;Milan;Hellas Verona;3;2
2021/22;Dom;17;Ott;Cagliari;Sampdoria;3;1
2021/22;Dom;17;Ott;Empoli;Atalanta;1;4
2021/22;Dom;17;Ott;Genoa;Sassuolo;2;2
2021/22;Dom;17;Ott;Udinese;Bologna;1;1
2021/22;Dom;17;Ott;Napoli;Torino;1;0
2021/22;Dom;17;Ott;Juventus;Roma;1;0
2021/22;Lun;18;Ott;Venezia;Fiorentina;1;0
2021/22;Ven;22;Ott;Torino;Genoa;3;2
2021/22;Ven;22;Ott;Sampdoria;Spezia;2;1
2021/22;Sab;23;Ott;Salernitana;Empoli;2;4
2021/22;Sab;23;Ott;Sassuolo;Venezia;3;1
2021/22;Sab;23;Ott;Bologna;Milan;2;4
2021/22;Dom;24;Ott;Atalanta;Udinese;1;1
2021/22;Dom;24;Ott;Fiorentina;Cagliari;3;0
2021/22;Dom;24;Ott;Hellas Verona;Lazio;4;1
2021/22;Dom;24;Ott;Roma;Napoli;0;0
2021/22;Dom;24;Ott;Inter;Juventus;1;1
2021/22;Mar;26;Ott;Spezia;Genoa;1;1
2021/22;Mar;26;Ott;Venezia;Salernitana;1;2
2021/22;Mar;26;Ott;Milan;Torino;1;0
2021/22;Mer;27;Ott;Juventus;Sassuolo;1;2
2021/22;Mer;27;Ott;Sampdoria;Atalanta;1;3
2021/22;Mer;27;Ott;Udinese;Hellas Verona;1;1
2021/22;Mer;27;Ott;Cagliari;Roma;1;2
2021/22;Mer;27;Ott;Empoli;Inter;0;2
2021/22;Mer;27;Ott;Lazio;Fiorentina;1;0
2021/22;Gio;28;Ott;Napoli;Bologna;3;0
2021/22;Sab;30;Ott;Atalanta;Lazio;2;2
2021/22;Sab;30;Ott;Hellas Verona;Juventus;2;1
2021/22;Sab;30;Ott;Torino;Sampdoria;3;0
2021/22;Dom;31;Ott;Inter;Udinese;2;0
2021/22;Dom;31;Ott;Fiorentina;Spezia;3;0
2021/22;Dom;31;Ott;Genoa;Venezia;0;0
2021/22;Dom;31;Ott;Sassuolo;Empoli;1;2
2021/22;Dom;31;Ott;Salernitana;Napoli;0;1
2021/22;Dom;31;Ott;Roma;Milan;1;2
2021/22;Lun;1;Nov;Bologna;Cagliari;2;0
2021/22;Ven;5;Nov;Empoli;Genoa;2;2
2021/22;Sab;6;Nov;Spezia;Torino;1;0
2021/22;Sab;6;Nov;Juventus;Fiorentina;1;0
2021/22;Sab;6;Nov;Cagliari;Atalanta;1;2
2021/22;Dom;7;Nov;Venezia;Roma;3;2
2021/22;Dom;7;Nov;Sampdoria;Bologna;1;2
2021/22;Dom;7;Nov;Udinese;Sassuolo;3;2
2021/22;Dom;7;Nov;Lazio;Salernitana;3;0
2021/22;Dom;7;Nov;Napoli;Hellas Verona;1;1
2021/22;Dom;7;Nov;Milan;Inter;1;1
2021/22;Sab;20;Nov;Atalanta;Spezia;5;2
2021/22;Sab;20;Nov;Lazio;Juventus;0;2
2021/22;Sab;20;Nov;Fiorentina;Milan;4;3
2021/22;Dom;21;Nov;Sassuolo;Cagliari;2;2
2021/22;Dom;21;Nov;Bologna;Venezia;0;1
2021/22;Dom;21;Nov;Salernitana;Sampdoria;0;2
2021/22;Dom;21;Nov;Inter;Napoli;3;2
2021/22;Dom;21;Nov;Genoa;Roma;0;2
2021/22;Lun;22;Nov;Hellas Verona;Empoli;2;1
2021/22;Lun;22;Nov;Torino;Udinese;2;1
2021/22;Ven;26;Nov;Cagliari;Salernitana;1;1
2021/22;Sab;27;Nov;Empoli;Fiorentina;2;1
2021/22;Sab;27;Nov;Sampdoria;Hellas Verona;3;1
2021/22;Sab;27;Nov;Juventus;Atalanta;0;1
2021/22;Sab;27;Nov;Venezia;Inter;0;2
2021/22;Dom;28;Nov;Udinese;Genoa;0;0
2021/22;Dom;28;Nov;Milan;Sassuolo;1;3
2021/22;Dom;28;Nov;Spezia;Bologna;0;1
2021/22;Dom;28;Nov;Roma;Torino;1;0
2021/22;Dom;28;Nov;Napoli;Lazio;4;0
2021/22;Mar;30;Nov;Atalanta;Venezia;4;0
2021/22;Mar;30;Nov;Fiorentina;Sampdoria;3;1
2021/22;Mar;30;Nov;Hellas Verona;Cagliari;0;0
2021/22;Mar;30;Nov;Salernitana;Juventus;0;2
2021/22;Mer;1;Dic;Bologna;Roma;1;0
2021/22;Mer;1;Dic;Inter;Spezia;2;0
2021/22;Mer;1;Dic;Genoa;Milan;0;3
2021/22;Mer;1;Dic;Sassuolo;Napoli;2;2
2021/22;Gio;2;Dic;Torino;Empoli;2;2
2021/22;Gio;2;Dic;Lazio;Udinese;4;4
2021/22;Sab;4;Dic;Milan;Salernitana;2;0
2021/22;Sab;4;Dic;Roma;Inter;0;3
2021/22;Sab;4;Dic;Napoli;Atalanta;2;3
2021/22;Dom;5;Dic;Bologna;Fiorentina;2;3
2021/22;Dom;5;Dic;Spezia;Sassuolo;2;2
2021/22;Dom;5;Dic;Venezia;Hellas Verona;3;4
2021/22;Dom;5;Dic;Sampdoria;Lazio;1;3
2021/22;Dom;5;Dic;Juventus;Genoa;2;0
2021/22;Lun;6;Dic;Empoli;Udinese;3;1
2021/22;Lun;6;Dic;Cagliari;Torino;1;1
2021/22;Ven;10;Dic;Genoa;Sampdoria;1;3
2021/22;Sab;11;Dic;Fiorentina;Salernitana;4;0
2021/22;Sab;11;Dic;Venezia;Juventus;1;1
2021/22;Sab;11;Dic;Udinese;Milan;1;1
2021/22;Dom;12;Dic;Torino;Bologna;2;1
2021/22;Dom;12;Dic;Hellas Verona;Atalanta;1;2
2021/22;Dom;12;Dic;Napoli;Empoli;0;1
2021/22;Dom;12;Dic;Sassuolo;Lazio;2;1
2021/22;Dom;12;Dic;Inter;Cagliari;4;0
2021/22;Lun;13;Dic;Roma;Spezia;2;0
2021/22;Ven;17;Dic;Lazio;Genoa;3;1
2021/22;Ven;17;Dic;Salernitana;Inter;0;5
2021/22;Sab;18;Dic;Atalanta;Roma;1;4
2021/22;Sab;18;Dic;Bologna;Juventus;0;2
2021/22;Sab;18;Dic;Cagliari;Udinese;0;4
2021/22;Dom;19;Dic;Fiorentina;Sassuolo;2;2
2021/22;Dom;19;Dic;Spezia;Empoli;1;1
