Championship;DayWeek;DayMonth;Month;Home;Away;GoalHome;GoalAway;Win;Draw;Lose;ResultHome;ResultAway;Result;PointHome;PointAway;GamesPlayed;SignResultHome;SignResultAway;HomeMatch_1_Ago;HomeMatch_2_Ago;HomeMatch_3_Ago;HomeMatch_4_Ago;HomeMatch_5_Ago;HomeMatch_1_Ago_InHome;HomeMatch_2_Ago_InHome;HomeMatch_3_Ago_InHome;HomeMatch_4_Ago_InHome;HomeMatch_5_Ago_InHome;AwayMatch_1_Ago;AwayMatch_2_Ago;AwayMatch_3_Ago;AwayMatch_4_Ago;AwayMatch_5_Ago;AwayMatch_1_Ago_InAway;AwayMatch_2_Ago_InAway;AwayMatch_3_Ago_InAway;AwayMatch_4_Ago_InAway;AwayMatch_5_Ago_InAway;HomeGoal_1_match_Ago;HomeGoal_2_match_Ago;HomeGoal_3_match_Ago;HomeGoal_4_match_Ago;HomeGoal_5_match_Ago;HomeGoal_1_match_Ago_InHome;HomeGoal_2_match_Ago_InHome;HomeGoal_3_match_Ago_InHome;HomeGoal_4_match_Ago_InHome;HomeGoal_5_match_Ago_InHome;AwayGoal_1_match_Ago;AwayGoal_2_match_Ago;AwayGoal_3_match_Ago;AwayGoal_4_match_Ago;AwayGoal_5_match_Ago;AwayGoal_1_match_Ago_InAway;AwayGoal_2_match_Ago_InAway;AwayGoal_3_match_Ago_InAway;AwayGoal_4_match_Ago_InAway;AwayGoal_5_match_Ago_InAway
2019/20;Sabato;21;Settembre;Milan;Inter;0;2;False;False;True;-1;1;2;0;3;228;2;1;2;1;2;1;2;2;X;X;X;X;1;2;1;2;1;1;X;X;X;X;0.0;2.0;0.0;3.0;1.0;0.0;2.0;0.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0
2019/20;Domenica;22;Settembre;Sassuolo;SPAL;3;0;True;False;False;1;-1;1;3;0;228;1;2;1;2;1;2;1;1;X;X;X;X;2;1;2;1;2;2;X;X;X;X;3.0;0.0;2.0;0.0;3.0;3.0;0.0;2.0;0.0;3.0;0.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0
2019/20;Domenica;22;Settembre;Bologna;Roma;1;2;False;False;True;-1;1;2;0;3;228;2;1;2;1;2;1;2;2;X;X;X;X;1;2;1;2;1;1;X;X;X;X;1.0;3.0;0.0;2.0;0.0;1.0;3.0;0.0;2.0;0.0;2.0;0.0;2.0;1.0;1.0;2.0;0.0;2.0;1.0;1.0
2019/20;Domenica;22;Settembre;Lecce;Napoli;1;4;False;False;True;-1;1;2;0;3;228;2;1;2;2;1;2;1;2;X;X;X;X;1;1;2;1;2;1;X;X;X;X;1.0;1.0;3.0;0.0;2.0;1.0;1.0;3.0;0.0;2.0;4.0;2.0;0.0;2.0;1.0;4.0;2.0;0.0;2.0;1.0
2019/20;Domenica;22;Settembre;Sampdoria;Torino;1;0;True;False;False;1;-1;1;3;0;228;1;2;1;2;2;1;2;1;X;X;X;X;2;1;1;2;1;2;X;X;X;X;1.0;1.0;1.0;3.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;4.0;2.0;0.0;2.0;0.0;4.0;2.0;0.0;2.0
2019/20;Domenica;22;Settembre;Atalanta;Fiorentina;2;2;False;True;False;0;0;X;1;1;228;X;X;X;1;2;2;1;X;X;X;X;X;X;2;1;1;2;X;X;X;X;X;2.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;3.0;2.0;0.0;4.0;2.0;0.0;2.0;0.0;4.0;2.0;0.0
2019/20;Domenica;22;Settembre;Lazio;Parma;2;0;True;False;False;1;-1;1;3;0;228;1;2;1;X;1;2;2;1;X;X;X;X;2;X;2;1;1;2;X;X;X;X;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;2.0;0.0;4.0;2.0;0.0;2.0;0.0;4.0;2.0
2019/20;Martedì;24;Settembre;Hellas Verona;Udinese;0;0;False;True;False;0;0;X;1;1;228;X;X;X;1;X;1;2;X;X;X;X;X;X;2;X;2;1;X;X;X;X;X;0.0;2.0;2.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0
2019/20;Martedì;24;Settembre;Brescia;Juventus;1;2;False;False;True;-1;1;2;0;3;228;2;1;2;X;1;X;1;2;X;X;X;X;1;X;2;X;2;1;X;X;X;X;1.0;0.0;2.0;2.0;1.0;1.0;0.0;2.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;0.0
2019/20;Mercoledì;25;Settembre;Roma;Atalanta;0;2;False;False;True;-1;1;2;0;3;228;2;1;2;2;X;1;X;2;X;X;X;X;1;1;X;2;X;1;X;X;X;X;0.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0
2019/20;Mercoledì;25;Settembre;Fiorentina;Sampdoria;2;1;True;False;False;1;-1;1;3;0;228;1;2;1;2;2;X;1;1;X;X;X;X;2;1;1;X;2;2;X;X;X;X;2.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;2.0;1.0;2.0;2.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0
2019/20;Mercoledì;25;Settembre;Genoa;Bologna;0;0;False;True;False;0;0;X;1;1;228;X;X;X;1;2;2;X;X;X;X;X;X;X;2;1;1;X;X;X;X;X;X;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;2.0;2.0;0.0
2019/20;Mercoledì;25;Settembre;Inter;Lazio;1;0;True;False;False;1;-1;1;3;0;228;1;2;1;X;1;2;2;1;X;X;X;X;2;X;2;1;1;2;X;X;X;X;1.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;2.0;2.0
2019/20;Mercoledì;25;Settembre;Napoli;Cagliari;0;1;False;False;True;-1;1;2;0;3;228;2;1;2;1;X;1;2;2;X;X;X;X;1;2;X;2;1;1;X;X;X;X;0.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0
2019/20;Mercoledì;25;Settembre;Parma;Sassuolo;1;0;True;False;False;1;-1;1;3;0;228;1;2;1;2;1;X;1;1;X;X;X;X;2;1;2;X;2;2;X;X;X;X;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
2019/20;Mercoledì;25;Settembre;SPAL;Lecce;1;3;False;False;True;-1;1;2;0;3;228;2;1;2;1;2;1;X;2;X;X;X;X;1;2;1;2;X;1;X;X;X;X;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0
2019/20;Giovedì;26;Settembre;Torino;Milan;2;1;True;False;False;1;-1;1;3;0;228;1;2;1;2;1;2;1;1;X;X;X;X;2;1;2;1;2;2;X;X;X;X;2.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0
2019/20;Sabato;28;Settembre;Juventus;SPAL;2;0;True;False;False;1;-1;1;3;0;228;1;2;1;1;2;1;2;1;X;X;X;X;2;2;1;2;1;2;X;X;X;X;2.0;2.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;1.0;3.0;0.0;1.0
2019/20;Sabato;28;Settembre;Sampdoria;Inter;1;3;False;False;True;-1;1;2;0;3;228;2;1;2;1;1;2;1;2;X;X;X;X;1;2;2;1;2;1;X;X;X;X;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;0.0;1.0;3.0;0.0;3.0;0.0;1.0;3.0;0.0
2019/20;Sabato;28;Settembre;Sassuolo;Atalanta;1;4;False;False;True;-1;1;2;0;3;228;2;1;2;2;1;1;2;2;X;X;X;X;1;1;2;2;1;1;X;X;X;X;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;4.0;3.0;0.0;1.0;3.0;4.0;3.0;0.0;1.0;3.0
2019/20;Domenica;29;Settembre;Napoli;Brescia;2;1;True;False;False;1;-1;1;3;0;228;1;2;1;2;2;1;1;1;X;X;X;X;2;1;1;2;2;2;X;X;X;X;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;4.0;3.0;0.0;1.0;1.0;4.0;3.0;0.0;1.0
2019/20;Domenica;29;Settembre;Lazio;Genoa;4;0;True;False;False;1;-1;1;3;0;228;1;2;1;1;2;2;1;1;X;X;X;X;2;2;1;1;2;2;X;X;X;X;4.0;2.0;1.0;1.0;2.0;4.0;2.0;1.0;1.0;2.0;0.0;1.0;4.0;3.0;0.0;0.0;1.0;4.0;3.0;0.0
2019/20;Domenica;29;Settembre;Lecce;Roma;0;1;False;False;True;-1;1;2;0;3;228;2;1;2;1;1;2;2;2;X;X;X;X;1;2;2;1;1;1;X;X;X;X;0.0;4.0;2.0;1.0;1.0;0.0;4.0;2.0;1.0;1.0;1.0;0.0;1.0;4.0;3.0;1.0;0.0;1.0;4.0;3.0
2019/20;Domenica;29;Settembre;Udinese;Bologna;1;0;True;False;False;1;-1;1;3;0;228;1;2;1;2;1;1;2;1;X;X;X;X;2;1;2;2;1;2;X;X;X;X;1.0;0.0;4.0;2.0;1.0;1.0;0.0;4.0;2.0;1.0;0.0;1.0;0.0;1.0;4.0;0.0;1.0;0.0;1.0;4.0
2019/20;Domenica;29;Settembre;Cagliari;Hellas Verona;1;1;False;True;False;0;0;X;1;1;228;X;X;X;1;2;1;1;X;X;X;X;X;X;2;1;2;2;X;X;X;X;X;1.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;4.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0
2019/20;Domenica;29;Settembre;Milan;Fiorentina;1;3;False;False;True;-1;1;2;0;3;228;2;1;2;X;1;2;1;2;X;X;X;X;1;X;2;1;2;1;X;X;X;X;1.0;1.0;1.0;0.0;4.0;1.0;1.0;1.0;0.0;4.0;3.0;1.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0
2019/20;Lunedì;30;Settembre;Parma;Torino;3;2;True;False;False;1;-1;1;3;0;228;1;2;1;2;X;1;2;1;X;X;X;X;2;1;X;2;1;2;X;X;X;X;3.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;3.0;1.0;0.0;1.0;2.0;3.0;1.0;0.0;1.0
2019/20;Sabato;5;Ottobre;SPAL;Parma;1;0;True;False;False;1;-1;1;3;0;228;1;2;1;1;2;X;1;1;X;X;X;X;2;2;1;X;2;2;X;X;X;X;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;2.0;3.0;1.0;0.0;0.0;2.0;3.0;1.0;0.0
2019/20;Sabato;5;Ottobre;Hellas Verona;Sampdoria;2;0;True;False;False;1;-1;1;3;0;228;1;2;1;1;1;2;X;1;X;X;X;X;2;2;2;1;X;2;X;X;X;X;2.0;1.0;3.0;1.0;1.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;2.0;3.0;1.0;0.0;0.0;2.0;3.0;1.0
2019/20;Sabato;5;Ottobre;Genoa;Milan;1;2;False;False;True;-1;1;2;0;3;228;2;1;2;1;1;1;2;2;X;X;X;X;1;2;2;2;1;1;X;X;X;X;1.0;2.0;1.0;3.0;1.0;1.0;2.0;1.0;3.0;1.0;2.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;2.0;3.0
2019/20;Domenica;6;Ottobre;Fiorentina;Udinese;1;0;True;False;False;1;-1;1;3;0;228;1;2;1;2;1;1;1;1;X;X;X;X;2;1;2;2;2;2;X;X;X;X;1.0;1.0;2.0;1.0;3.0;1.0;1.0;2.0;1.0;3.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0
2019/20;Domenica;6;Ottobre;Roma;Cagliari;1;1;False;True;False;0;0;X;1;1;228;X;X;X;1;2;1;1;X;X;X;X;X;X;2;1;2;2;X;X;X;X;X;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0
2019/20;Domenica;6;Ottobre;Atalanta;Lecce;3;1;True;False;False;1;-1;1;3;0;228;1;2;1;X;1;2;1;1;X;X;X;X;2;X;2;1;2;2;X;X;X;X;3.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0
2019/20;Domenica;6;Ottobre;Bologna;Lazio;2;2;False;True;False;0;0;X;1;1;228;X;X;X;1;X;1;2;X;X;X;X;X;X;2;X;2;1;X;X;X;X;X;2.0;3.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;0.0;2.0
